participant,fluency_score,Age,Sex,Nationality,Ethnicity,StudyLevel,Major,ParentalEdu,Handedness,PastMedDiagnosis,NativeLang,SecondLang,MathLang_Primary,MultLang,Primary_schoolType,SchoolType_Primary,MathDiff,MultLearning_normal,MultLearning_time,MultLearning_peers,MultLearning_score,ReadingProblem,MathAnxiety,ExamAnxiety,MemoryAnxiety
UN-22017,24,21.630952380952383,Female,Malaysian,Malay,Junior/Third Year,TESL/TESOL,"Yes, both parents",Right,Yes,English,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,5,No,Yes,Yes,No
UN-22018,38,22.614647501711158,Female,Malaysian,Chinese,Junior/Third Year,TESL/TESOL,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,Yes,Yes,6,No,Yes,Yes,Yes
UN-22019,59,28.101963746223564,Female,Malaysian,Chinese,Graduate Student,PhD Education,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,Yes,5,No,Yes,Yes,No
UN-22020,24,27.332609516616316,Male,Malaysian,Chinese,Graduate Student,PhD Education,No,Right,No,English,Yes,Malay,English & Chinese,Public school (SK),Public school (SK),Yes,Yes,No,Yes,2,No,Yes,Yes,Yes
UN-2311,42,19.85554106910039,Female,Malaysian,Chinese,Freshman/First Year,TESL/TESOL,"Yes, mother only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,No,10,No,Yes,Yes,No
UN-22001,31,19.173169062286107,Female,Non-Malaysian,Chinese,Freshman/First Year,TESL/TESOL,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Oversea education,Oversea (China public school),Yes,Yes,No,Yes,10,No,Yes,Yes,Yes
UN-22003,45,19.461277705345502,Female,Malaysian,Punjabi,Freshman/First Year,TESL/TESOL,"Yes, father only",Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,Yes,9,No,Yes,Yes,No
UN-22007,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UN-22013,20,21.21966397013068,Female,Malaysian,Indian,Freshman/First Year,Psychology,NA,Right,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Chinese vernacular school,Chinese vernacular school,Yes,Yes,Yes,No,6,Unspecified,Yes,Yes,Yes
UN-22014,18,19.37366362451108,Female,Malaysian,Indian,Freshman/First Year,TESL/TESOL,No,Right,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,4,No,Yes,Yes,No
UN-22021,44,19.915775749674054,Female,Malaysian,Chinese,Freshman/First Year,TESL/TESOL,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,No,9,No,Yes,Yes,No
UN-22022,8,20.255880522713127,Female,Malaysian,Indian,Freshman/First Year,TESL/TESOL,"Yes, both parents",Right,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,Malay & English,English,Public school (SK),Public school (SK),Yes,Yes,No,No,8,No,Yes,Yes,No
UN-2301,13,21.55154761904762,Female,Malaysian,Malay,Freshman/First Year,TESL/TESOL,"Yes, father only",Right,No,NA,Yes,Malay,Malay,Public school (SK),Public school (SK),Yes,Yes,No,Yes,7,No,Yes,Yes,Yes
UN-2302,60,20.387305538270066,Male,China Chinese,Chinese,Freshman/First Year,TESL/TESOL,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,No,Yes,7,No,Yes,Yes,No
UN-2303,22,20.028031290743154,Male,Malaysian,Malay,Freshman/First Year,TESL/TESOL,No,Right,No,Malay,Yes,Malay,Malay,Public school (SK),Public school (SK),No,Yes,No,No,10,No,No,No,No
UN-2304,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UN-2305,20,19.258670143415905,Female,Non-Malaysian,Other,Freshman/First Year,TESL/TESOL,"Yes, both parents",Right,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Private school (international),Private school,Yes,Yes,Yes,Yes,5,No,Yes,Yes,Yes
UN-2306,27,20.44206596141879,Female,Egyptian,Other,Sophomore/Second Year,TESL/TESOL,"Yes, both parents",Right,No,English & German,Yes,English,English,Oversea education,Oversea (UK private school),No,Yes,No,No,5,No,Yes,No,No
UN-2307,44,20.6090852520224,Female,Malaysian,Chinese,Freshman/First Year,TESL/TESOL,"Yes, both parents",Right,No,English,Yes,English,English,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,4,No,Yes,No,No
UN-2308,60,21.532380952380954,Female,Non-Malaysian,Chinese,Freshman/First Year,TESL/TESOL,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Oversea education,Oversea (China public school),Yes,Yes,No,Yes,10,No,Yes,Yes,Yes
UN-2309,42,21.069072806471684,Female,Malaysian,Chinese,Freshman/First Year,TESL/TESOL,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,10,No,No,No,No
UN-2310,16,18.261464750171115,Female,Non-Malaysian,Other,Freshman/First Year,TESL/TESOL,NA,Right,Yes,English,No,English,English,Private school (international),Private (International) School,Yes,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified
UN-2312,19,19.970534550195566,Female,Malaysian,Indian,Freshman/First Year,TESL/TESOL,"Yes, father only",Right,No,Hindi/Bengali/Tamil/Gujarati/Urdu,No,English,English,Public school (SK),Public school (SK),Yes,Yes,No,Yes,5,No,Yes,Yes,Yes
UN-2314,49,20.940385812072183,Female,BLANK,Chinese,Freshman/First Year,TESL/TESOL,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Oversea education,Oversea (China public school),No,Yes,No,No,10,No,No,Yes,No
UN-2318,33,21.049906658369633,Female,Malaysian,Chinese,Freshman/First Year,TESL/TESOL,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,8,No,No,No,No
UN-2335,52,19.80625814863103,Female,Malaysian,Punjabi,Freshman/First Year,TESL/TESOL,No,Right,No,English,Yes,English,English,Public school (SK),Public school (SK),Yes,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified
UN-2336,29,18.636550308008214,Male,Malaysian,Malay,Freshman/First Year,TESL/TESOL,"Yes, both parents",Right,No,Malay,Yes,Malay,Malay,Public school (SK),Public school (SK),Yes,No,Yes,Yes,7,No,Yes,Yes,No
UN-2337,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UN-2338,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UN-2701,32,18.73511293634497,Female,Malaysian,Chinese,Freshman/First Year,TESL/TESOL,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified
UN-2323,60,16.64192272588987,Female,Malaysian,Chinese,Freshman/First Year,Communication,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,English,Chinese,Private school (international),Private school,No,Yes,No,No,9,No,No,Yes,No
UN-29002,20,19.186858316221766,Female,Malaysian,Chinese,Sophomore/Second Year,TESL/TESOL,"Yes, father only",Left,No,English,Yes,English,English,Private school (international),Private school,Yes,Yes,No,Yes,2,No,No,No,Yes
UN-29005,33,25.852753270459385,Female,Malaysian,Chinese,Sophomore/Second Year,TESL/TESOL,"Yes, mother only",Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,Yes,7,No,Yes,Yes,Yes
UN-29006,55,22.472279260780287,Male,China Chinese,Chinese,Sophomore/Second Year,TESL/TESOL,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,Yes,10,No,Yes,Yes,No
UN-29008,45,22.899383983572896,Female,Non-Malaysian,Chinese,Sophomore/Second Year,TESL/TESOL,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,No,10,No,Yes,Yes,No
UN-29009,43,20.95133789670193,Female,China Chinese,Chinese,Sophomore/Second Year,NA,"Yes, mother only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,English,Oversea education,Oversea (China public school),No,Yes,No,Undisclosed,7,No,No,Yes,Yes
UN-29010,42,20.247666459240822,Female,Malaysian,Chinese,Sophomore/Second Year,TESL/TESOL,"Yes, both parents",Right,No,English,Yes,English,English & Chinese,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,6,No,Yes,Yes,No
UN-29011,21,20.324331051649036,Female,Malaysian,Indian,Sophomore/Second Year,Management,"Yes, both parents",Right,Yes,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,7,No,No,Yes,Yes
UN-29012,50,21.663809523809526,Female,Malaysian,Chinese,Sophomore/Second Year,TESL/TESOL,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,Yes,7,No,Yes,Yes,Yes
UN-29013,36,21.118357187305538,Female,Malaysian,Chinese,Junior/Third Year,TESL/TESOL,No,Right,Yes,English & Chinese,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,Yes,Yes,8,No,Yes,Yes,Yes
UN-29016,44,22.677618069815196,Female,China Chinese,Chinese,Sophomore/Second Year,TESL/TESOL,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,No,10,No,No,No,Yes
UN-29019,13,22.71047227926078,Female,Sri Lankan,Other,Sophomore/Second Year,TESL/TESOL,No,Right,No,English,Yes,English,English,Private school (international),Private school,Yes,Yes,Yes,No,4,No,Yes,Yes,Yes
UN-29020,18,20.121121251629727,Female,Tanzanian,Other,Sophomore/Second Year,TESL/TESOL,"Yes, both parents",Right,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Oversea education,Oversea (Tanzania public school),Yes,Yes,Yes,Yes,9,No,Yes,Yes,Yes
UN-29021,16,21.387261904761907,Female,Malaysian,Indian,Sophomore/Second Year,TESL/TESOL,"Yes, mother only",Right,No,English,Yes,Malay & English,English,Public school (SK),Public school (SK),No,Yes,No,Yes,4,No,Yes,Yes,Yes
UN-0301,44,20.866459240821406,Male,Malaysian,Chinese,Sophomore/Second Year,Psychology,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,7,No,No,Yes,No
UN-0302,36,22.003333333333334,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,7,No,No,Yes,No
UN-0303,45,20.759676415681394,Male,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,Yes,No,9,No,Yes,Yes,Yes
UN-0304,42,20.329807093963908,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, mother only",Right,Yes,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,7,No,No,Yes,Yes
UN-0305,47,20.53789670192906,Male,Malaysian,Chinese,Sophomore/Second Year,Psychology,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,Yes,7,No,No,Yes,Yes
UN-0306,48,20.47766023646546,Male,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,8,No,No,No,No
UN-0307,38,21.986904761904764,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,Yes,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,8,No,Yes,Yes,No
UN-0308,56,20.80622277535781,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,10,No,Yes,Yes,No
UN-0315,52,20.310640945861852,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,English,Public school (SK),Public school (SK),No,Yes,No,No,8,No,No,Yes,No
UN-0321,39,20.817174859987553,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,Private school (international),Private School,No,Yes,No,No,10,No,No,No,No
UN-0322,45,19.683050847457626,Female,Malaysian,Indian,Sophomore/Second Year,Psychology,"Yes, both parents",Left,No,English,Yes,English,English,Private school (international),Private school,Yes,Yes,No,Yes,6,No,Yes,Yes,Yes
UN-0323,31,20.384567517112632,Female,Indonesian,Other,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,Private school (international),Private (International) School,Yes,Yes,No,Yes,5,No,Yes,Yes,Yes
UN-0324,32,20.447542003733663,Female,Indian,Indian,Sophomore/Second Year,Psychology,"Yes, both parents",Left,No,English,Yes,English,English,Private school (international),Private school,Yes,Yes,No,Yes,9,No,Yes,Yes,Yes
UN-0325,27,18.743326488706366,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,8,No,No,Yes,No
UN-0326,50,20.9568139390168,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,6,No,Yes,Yes,Yes
UN-0327,37,21.77059523809524,Female,China Chinese,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,No,10,No,Yes,No,No
UN-0331,38,19.683050847457626,Male,British,Other,Sophomore/Second Year,Psychology,No,Right,No,English,No,English,English,Public school (SK),Public school (SK),No,Yes,No,No,8,No,No,Yes,No
UN-0332,42,20.784318606098317,Male,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,No,Yes,No,8,No,No,Yes,Yes
UN-0333,27,21.49404761904762,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,Oversea education,Oversea (UK public school),Yes,No,Yes,Yes,6,No,Yes,Yes,Yes
UP-2561,23,22.595482546201232,Female,Malaysian,Malay,Junior/Third Year,TESL/TESOL,"Yes, both parents",Right,No,Malay,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,6,No,Yes,Yes,Yes
UP-2501,42,22.850102669404517,Female,Malaysian,Malay,Junior/Third Year,TESL/TESOL,No,Right,No,Malay,Yes,Malay,Malay,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,6,No,Yes,Yes,No
UP-2502,28,22.642026009582477,Female,Malaysian,Malay,Junior/Third Year,TESL/TESOL,"Yes, both parents",Right,No,Malay,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,Yes,No,5,No,Yes,Yes,No
UP-2504,41,22.301785714285714,Male,Malaysian,Malay-Chinese,Junior/Third Year,TESL/TESOL,No,Left,No,Malay,Yes,Malay,English,Public school (SK),Public school (SK),Yes,No,No,Yes,5,No,No,Yes,Yes
UP-2506,48,23.61187164604096,Female,China Chinese,Chinese,Junior/Third Year,TESL/TESOL,No,Left,No,NA,Yes,Mandarin Chinese/ Cantonese,Chinese,Private school (international),Private school,Yes,Yes,No,Yes,10,Yes,Yes,Yes,Yes
UP-2507,30,21.68297619047619,Female,Malaysian,Malay,Junior/Third Year,TESL/TESOL,"Yes, father only",Right,No,Malay,Yes,English,English,Public school (SK),Public school (SK),No,Yes,Yes,Yes,7,No,No,Yes,Yes
UP-2509,25,23.23340177960301,Female,Malaysian,Malay,Junior/Third Year,TESL/TESOL,"Yes, both parents",Right,No,Malay,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,4,No,Yes,Yes,Yes
UP-2510,37,21.989642857142858,Female,Malaysian,Malay,Junior/Third Year,TESL/TESOL,"Yes, father only",Right,No,NA,Yes,English,English,Public school (SK),Public school (SK),No,Yes,Yes,Yes,10,Yes,Yes,Yes,Yes
UP-2512,33,22.30452380952381,Male,Malaysian,Malay,Junior/Third Year,TESL/TESOL,"Yes, both parents",Right,No,Malay,Yes,English,English,Public school (SK),Public school (SK),No,Yes,No,Yes,8,No,No,Yes,No
UP-2515,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UP-2517,53,22.54072553045859,Male,Malaysian,Chinese,Junior/Third Year,TESL/TESOL,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,English,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,Yes,Yes,9,Unspecified,Unspecified,Unspecified,Unspecified
UP-2518,58,22.110119047619047,Female,China Chinese,Chinese,Junior/Third Year,TESL/TESOL,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,No,9,No,Yes,Yes,Yes
UP-2519,58,22.902121834360027,Female,China Chinese,Chinese,Junior/Third Year,TESL/TESOL,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,English,Public school (SK),Public school (SK),Yes,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified
UP-2520,57,22.312738095238096,Female,Non-Malaysian,Chinese,Junior/Third Year,TESL/TESOL,NA,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,7,Yes,Yes,Yes,Yes
UP-2521,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UP-2522,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UP-2523,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UP-2527,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UP-2528,30,22.85284052019165,NA,BLANK,Chinese,Junior/Third Year,Not specified,No,Right,No,NA,No,Unspecified,NA,Unspecified,Unspecified,Yes,Yes,No,No,10,Yes,No,Yes,No
UP-2529,26,22.989733059548254,Female,Malaysian,Malay,Junior/Third Year,TESL/TESOL,No,Right,No,Malay,Yes,Malay,English,Public school (SK),Public school (SK),Yes,Yes,No,Yes,4,No,Yes,Yes,Yes
UP-2541,24,22.104642857142856,Female,Malaysian,Malay,Junior/Third Year,Not specified,"Yes, mother only",Right,No,Malay,Yes,English,English,Public school (SK),Public school (SK),Yes,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified
UP-2551,49,21.795238095238098,Male,Malaysian,Chinese,Junior/Third Year,TESL/TESOL,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,No,10,No,Yes,No,No
UP-2555,24,21.710357142857145,Female,Malaysian,Malay,Junior/Third Year,TESL/TESOL,"Yes, mother only",Right,No,Malay,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,8,No,Yes,Yes,Yes
UP-2562,56,22.310000000000002,Female,BLANK,Chinese,Junior/Third Year,TESL/TESOL,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,No,10,No,Yes,Yes,No
UP-2563,46,21.847261904761904,Female,China Chinese,Other,Junior/Third Year,Not specified,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Unspecified,Unspecified,Yes,Yes,No,No,9,No,Yes,Yes,No
UP-2564,30,23.080082135523615,Female,China Chinese,Chinese,Junior/Third Year,TESL/TESOL,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Unspecified,Unspecified,Unspecified,Unspecified,Undisclosed,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified
UP-0102,51,21.11014312383323,Female,Malaysian,Malay,Sophomore/Second Year,TESL/TESOL,"Yes, both parents",Right,No,NA,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,Yes,No,10,No,Yes,Yes,No
UP-0103,26,22.077261904761905,Female,Malaysian,Indian,Sophomore/Second Year,TESL/TESOL,No,Right,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,Malay & English,English,Public school (SK),Public school (SK),No,Yes,No,Yes,6,No,No,Yes,Yes
UP-0104,33,20.535158680771623,Female,Malaysian,Malay,Sophomore/Second Year,TESL/TESOL,"Yes, both parents",Right,No,Malay,Yes,Malay,Malay,Public school (SK),Public school (SK),Yes,Yes,Yes,No,9,No,Yes,Yes,Yes
UP-0105,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UP-0106,27,20.526944617299314,Female,Malaysian,Malay,Sophomore/Second Year,TESL/TESOL,"Yes, both parents",Right,No,NA,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,No,No,6,No,Yes,Yes,No
UP-0107,33,20.68848786558805,Female,Malaysian,Malay,Sophomore/Second Year,TESL/TESOL,"Yes, both parents",Right,No,Malay,Yes,Malay,English,Public school (SK),Public school (SK),Yes,Yes,No,Yes,5,No,Yes,Yes,Yes
UP-0108,23,22.060833333333335,Female,Malaysian,Malay,Sophomore/Second Year,TESL/TESOL,"Yes, both parents",Right,No,Malay,Yes,English,Malay & English,Religious school,Religious School,Yes,Yes,Yes,Yes,7,No,No,Yes,Yes
UP-0109,21,20.417423771001864,Female,Malaysian,Malay,Sophomore/Second Year,TESL/TESOL,"Yes, father only",Right,No,Malay,Yes,Malay,Malay,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,6,No,No,Yes,Yes
UP-0110,47,20.518730553827005,Male,Malaysian,Aboriginal (Orang Asli),Sophomore/Second Year,TESL/TESOL,"Yes, both parents",Right,No,NA,Yes,Malay,Malay,Public school (SK),Public school (SK),No,Yes,No,Yes,9,No,No,Yes,Yes
